customer_id,revenue
CUST_000001,2396.34
CUST_000002,15100.61
CUST_000003,6633.73
CUST_000004,4614.71
CUST_000005,898.12
CUST_000006,897.98
CUST_000007,349.19
CUST_000008,10106.15
CUST_000009,4645.41
CUST_000010,6206.25
CUST_000011,154.0
CUST_000012,17567.79
CUST_000013,8982.15
CUST_000014,1243.44
CUST_000015,1053.39
CUST_000016,1063.06
CUST_000017,1863.77
CUST_000018,3769.64
CUST_000019,2877.69
CUST_000020,1771.11
CUST_000021,4781.85
CUST_000022,801.17
CUST_000023,1777.58
CUST_000024,2331.39
CUST_000025,3094.67
CUST_000026,7739.68
CUST_000027,1163.68
CUST_000028,3660.15
CUST_000029,4537.52
CUST_000030,287.82
CUST_000031,4726.67
CUST_000032,984.81
CUST_000033,386.32
CUST_000034,14918.44
CUST_000035,16903.15
CUST_000036,8311.66
CUST_000037,1866.44
CUST_000038,563.89
CUST_000039,5813.75
CUST_000040,2950.45
CUST_000041,700.76
CUST_000042,3467.74
CUST_000043,224.97
CUST_000044,12052.11
CUST_000045,1547.29
CUST_000046,5481.28
CUST_000047,1917.73
CUST_000048,3720.55
CUST_000049,4006.12
CUST_000050,1071.94
CUST_000051,17514.04
CUST_000052,7511.23
CUST_000053,14075.47
CUST_000054,11310.76
CUST_000055,4605.27
CUST_000056,12797.18
CUST_000057,513.28
CUST_000058,1140.67
CUST_000059,281.41
CUST_000060,2017.66
CUST_000061,2510.65
CUST_000062,1632.8
CUST_000063,8872.79
CUST_000064,2256.13
CUST_000065,1699.01
CUST_000066,3962.04
CUST_000067,809.49
CUST_000068,8152.42
CUST_000069,437.38
CUST_000070,21720.73
CUST_000071,7447.42
CUST_000072,1157.7
CUST_000073,77.69
CUST_000074,8499.48
CUST_000075,6185.48
CUST_000076,6578.31
CUST_000077,7426.07
CUST_000078,434.65
CUST_000079,2269.46
CUST_000080,665.75
CUST_000081,9992.65
CUST_000082,4931.51
CUST_000083,2059.09
CUST_000084,378.34
CUST_000085,1912.44
CUST_000086,2016.57
CUST_000087,6589.38
CUST_000088,5124.45
CUST_000089,10961.26
CUST_000090,3245.33
CUST_000091,686.86
CUST_000092,6295.63
CUST_000093,7201.96
CUST_000094,4169.44
CUST_000095,7419.45
CUST_000096,3454.07
CUST_000097,3748.39
CUST_000098,2839.07
CUST_000099,178.74
CUST_000100,620.84
CUST_000101,209.67
